title,release_year,popularity,vote_average,vote_count
Voices Through Time,1996,0.517789,8.7,6.0
Oriental Elegy,1996,0.08101,5.0,2.0
Zeher,2005,0.318265,5.5,4.0
Socha Na tha,2005,0.43779,5.7,5.0
Dus,2005,1.798957,4.4,10.0
'D',2005,0.61062,5.8,3.0
Acéphale,1969,0.052426,10.0,1.0
Avetik,1992,0.149675,10.0,3.0
Cómo pasan las horas,2005,0.053203,5.0,1.0
Elaan,2005,1.598655,6.0,5.0
"Baxter, Vera Baxter",1977,0.07725,5.0,2.0
Page 3,2005,0.684585,6.4,11.0
Family Nest,1979,0.116928,6.3,6.0
Silence and Cry,1968,0.476432,6.8,5.0
Chaahat Ek Nasha...,2005,0.003647,0.0,0.0
Deux fois,1968,0.039134,5.0,1.0
Days of Eclipse,1988,1.411653,5.8,8.0
Elegy of a Voyage,2001,0.22814,7.2,5.0
Ere erera baleibu icik subua aruaren,1970,0.021428,9.0,4.0
Story of Night,1979,0.000578,8.0,1.0
Alexander the Great,1980,0.71334,7.3,3.0
Landscape,2003,0.040395,1.0,1.0
The Settlement,2001,0.17833,3.8,5.0
Rabbits,2002,2.607215,7.1,64.0
Somnambulance,2003,0.353023,5.3,2.0
Subconscious Cruelty,2000,1.349913,5.8,17.0
Three Days,1992,0.536387,6.5,6.0
Dopo quella notte,2010,0.38098,0.0,0.0
4 Elements,2006,0.074221,6.0,2.0
Love on the Ground,1984,0.003013,6.0,2.0
Fear of Fear,1975,0.171746,7.3,3.0
The Belovs,1993,0.450888,3.6,4.0
Bloody Mondays & Strawberry Pies,2008,0.023148,0.0,0.0
Daughters of the Sun,2000,0.089705,5.0,1.0
Destroy Yourselves,1969,0.071856,8.0,2.0
Dogora,2004,0.053087,5.0,1.0
The Issa Valley,1982,0.473698,5.0,1.0
"You're Out of Your Mind, Madicken",1979,1.488704,6.3,5.0
Egomania: Island Without Hope,1986,1.112241,6.0,2.0
Une femme d'extérieur,2000,0.036477,6.0,1.0
The Fool of the World and the Flying Ship,1990,0.001393,6.7,5.0
Twilight Zone,1993,0.407463,2.9,4.0
Paraguayan Hammock,2006,0.22129,5.0,4.0
Heaven's Heart,2008,0.113907,5.5,2.0
Woman of Water,2002,0.151743,7.7,3.0
Nathalie Granger,1972,0.356234,6.2,5.0
The Lonely Voice of Man,1987,0.076367,5.9,7.0
Cantata,1963,0.368265,8.5,2.0
Opium: Diary of a Madwoman,2007,0.721084,5.3,7.0
Almanac of Fall,1984,0.79921,7.0,7.0
Fruit of Paradise,1970,0.103347,7.3,8.0
Pavee Lackeen: The Traveller Girl,2005,0.616934,6.7,3.0
Pink Ulysses,1990,0.001393,5.0,1.0
Pop Skull,2007,0.222681,3.7,3.0
Revue,2008,0.110644,6.3,3.0
Bipedalism,2005,0.252171,2.5,5.0
Le révélateur,1968,0.206755,6.8,4.0
A Spring for the Thirsty,1965,0.141187,8.5,2.0
Room,2005,0.117059,2.5,2.0
RR,2007,0.330803,5.0,1.0
Blood,2006,0.170569,3.7,3.0
A Humble Life,1997,0.081326,6.0,2.0
Sophiiiie!,2003,0.216899,6.0,1.0
Fun Without Limits,1998,0.036471,9.0,1.0
Quiet Days in Clichy,1970,0.405074,4.4,10.0
True Siblings,2000,2.364355,8.0,2.0
Whispering Pages,1994,0.512921,8.5,2.0
Die Totale Therapie,1996,0.006331,0.0,0.0
Stages,2007,0.179226,6.0,3.0
No Place to Go,2000,0.660998,6.5,2.0
Undo,1994,0.975006,3.0,3.0
The Plea,1968,0.27382,6.3,4.0
Venus In Furs,1995,0.585592,4.3,3.0
You Wont Miss Me,2009,0.623463,5.3,3.0
The Garden,1995,0.466638,6.9,8.0
Women's Prison,2002,0.037647,6.0,1.0
Insiang,1976,2.347695,7.5,7.0
"Quax, der Bruchpilot",1941,0.190565,6.3,4.0
Tess of the D'Urbervilles,1998,0.767216,6.6,5.0
Forgive Me,2001,0.001177,0.0,0.0
7 Years,2006,0.045413,5.0,1.0
Alone,2004,0.666796,7.1,7.0
The Amazing Mr. Bickford,1987,0.174562,5.0,2.0
How to Become Myself,2007,0.003961,0.0,0.0
The Adopted Son,1998,0.176254,4.0,2.0
Bluebird,2004,0.039123,5.0,1.0
Blush,2005,0.122913,4.0,1.0
Parental Guidance,1996,4.195102,7.3,4.0
The Bosom Friend,1997,0.051062,8.0,1.0
I Sent a Letter to My Love,1980,0.000344,0.0,0.0
Chronopolis,1982,0.873757,5.3,4.0
The Inner Scar,1972,0.000578,8.3,7.0
Clubbed to Death,1997,0.122462,6.3,3.0
The Courtesans of Bombay,1983,0.0525,0.0,0.0
Crepuscule,2009,0.017926,0.0,0.0
Details,2003,0.373635,0.0,0.0
Dragon's Return,1968,0.036472,5.0,1.0
Elevator Movie,2004,0.037726,5.0,1.0
Her Name Is Sabine,2008,0.507087,3.8,5.0
Felix and Lola,2001,0.219383,5.5,2.0
A Love Movie,2003,0.327211,5.0,1.0
Finisterre,2003,0.002539,0.0,0.0
The Forbidden Quest,1993,0.000234,0.0,0.0
Francis Bacon,1988,0.000308,5.0,1.0
Toy Reanimator,2002,0.002385,0.0,0.0
Genius Party,2007,1.113388,6.2,11.0
The Guatemalan Handshake,2006,0.21442,6.5,3.0
Guernsey,2005,0.793096,5.8,3.0
Gypo,2005,0.48529,5.8,4.0
The Box,2003,0.002672,0.0,0.0
Flower & Snake,2004,2.05075,5.4,8.0
Harry Munter,1969,0.304433,4.3,3.0
Het is een schone dag geweest,1993,3.6e-05,0.0,0.0
Alpine Fire,1985,0.880194,7.6,6.0
Spring and Chaos,1996,0.037028,8.0,1.0
I Always Wanted to Be a Saint,2003,0.004918,0.0,0.0
Salt for Svanetia,1930,0.112502,7.0,3.0
Silent Waters,2003,0.146994,7.0,2.0
Love on Sunday,2006,0.1279,7.0,1.0
Landscape,2000,0.204367,5.0,1.0
Fallen,2005,0.044896,5.0,1.0
Bread and Milk,2001,0.218845,5.5,2.0
Grass Labyrinth,1979,0.079542,8.0,6.0
Mirrored Mind,2006,0.153654,6.3,4.0
Langsamer Sommer,1976,0.112442,5.0,3.0
Swan Lake: The Zone,1990,0.006091,4.3,4.0
La León,2007,0.114889,8.7,3.0
Lomax the Songhunter,2004,0.002354,0.0,0.0
Lulu,2005,0.304627,5.0,2.0
Days of 36,1972,0.023867,6.1,4.0
Suzaku,1997,3.340118,6.4,14.0
Molly's Way,2007,0.027063,0.0,0.0
Windows on Monday,2006,0.405594,0.0,0.0
The Muse,2007,0.110908,0.0,0.0
Nadia and Sarra,2004,0.456747,0.0,0.0
The Tribulations of Balthazar Kober,1988,0.013577,7.5,2.0
No Child of Mine,1997,0.001408,0.0,0.0
Oddsac,2010,0.364854,5.6,10.0
Barren Illusion,1999,0.059715,6.0,1.0
Oblivion,2008,0.080969,4.8,2.0
"Daddy, Father Frost Is Dead",1991,0.002001,7.5,2.0
Pin Boy,2004,0.04307,10.0,1.0
A Parting Shot,2007,0.00376,0.0,0.0
Pirosmani,1969,0.210885,6.2,7.0
The Roe's Room,1997,0.313359,5.0,3.0
Prinzessin,2006,0.106238,4.3,2.0
Empty Days,2000,0.054167,6.0,1.0
The Secret,2000,1.036431,5.0,2.0
The Suit,2003,0.09539,5.5,2.0
Signer's Suitcase,1995,0.001177,0.0,0.0
Small Gods,2007,0.003861,0.0,0.0
Smoke and Flesh,1968,0.036471,2.0,1.0
Alice In Acidland,1968,0.479417,4.4,5.0
The Snow Maiden,1968,0.595183,6.0,1.0
Silent Storm,2001,0.001177,0.0,0.0
Svyato,2005,0.401541,3.8,3.0
"Everything's Fine, We're Leaving",2000,0.02065,0.0,0.0
The Steel Road,1929,0.151206,6.0,3.0
"Birds, Orphans and Fools",1969,0.7095,7.0,6.0
Wojaczek,1999,0.054685,5.0,1.0
Woodenhead,2003,0.151836,5.2,3.0
The Matrimony,2007,1.05298,5.3,6.0
Labyrinth of Dreams,1997,0.10653,8.5,2.0
The Pocket-knife,1992,0.486142,6.4,4.0
Shark in the Head,2004,0.005914,0.0,0.0
Woman of the Lake,1966,0.969826,6.9,7.0
Sociopathia,2015,1.112734,5.1,7.0
The Ritchie Blackmore Story,2015,0.133132,7.7,3.0
Natsamrat,2016,0.251476,8.8,6.0
Cycling Chronicles: Landscapes the Boy Saw,2004,0.095752,3.0,1.0
32A,2007,0.567032,6.7,6.0
The Scarlet Flower,1978,0.047926,5.0,1.0
The Human Dutch,1963,0.200911,6.3,3.0
Allonsanfan,1974,0.761845,7.5,6.0
The Child,2000,0.162737,5.0,3.0
Fear,2009,0.00492,0.0,0.0
Love After Love,1992,0.6425,0.0,0.0
The Tree of Guernica,1975,0.078182,8.5,2.0
Arvo Pärt: 24 Preludes for a Fugue,2002,0.003527,0.0,0.0
Long Live Ghosts!,1977,0.284167,5.8,6.0
Atlantis,2008,0.004706,0.0,0.0
Bashing,2005,0.279208,6.3,2.0
The Touch,1971,0.659046,6.0,3.0
The Cyclist,1987,0.831747,6.7,3.0
The Big Swap,1998,0.38283,0.0,0.0
Blood Tea and Red String,2006,0.303121,7.7,6.0
Boy! What a Girl!,1947,0.038915,6.0,1.0
Ça brûle,2006,0.004805,0.0,0.0
The Unscrupulous Ones,1962,0.107987,7.0,3.0
The Cannibals,1988,0.000308,7.7,3.0
Tears for Sale,2008,1.836576,6.1,5.0
C'est la vie,2001,0.001714,0.0,0.0
Un amour de femme,2001,0.620213,5.7,13.0
We Are the Pirates of the Roads,2015,1.147538,0.0,0.0
Days of Nietzsche in Turin,2001,0.001194,0.0,0.0
Ricky Rapper and Cool Wendy,2012,0.009599,0.0,0.0
Days of Santiago,2004,0.279829,6.0,4.0
Risto Räppääjä ja liukas Lennart,2014,0.020492,0.0,0.0
Dogville Confessions,2004,0.375271,6.2,9.0
Risto Räppääjä ja Sevillan saituri,2015,0.028333,0.0,0.0
Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,2007,0.003571,0.0,0.0
Jill and Joy,2014,0.017998,0.0,0.0
Jill And Joy's Winter,2015,0.030142,0.0,0.0
Fanfare,1958,0.682221,7.6,5.0
My Best Friend's Girl,1983,1.060343,5.6,12.0
Fimfárum Jana Wericha,2002,0.297479,4.8,3.0
Fimfarum 2,2006,0.074607,7.5,2.0
Flower in the Pocket,2007,0.054363,7.0,1.0
Parents,2007,0.110061,4.0,2.0
Screaming Masterpiece,2005,0.739587,7.3,3.0
The Giants,2011,0.588546,7.1,14.0
Gewoon Hans,2009,0.04291,7.0,1.0
Gizmo!,1977,0.227416,6.2,6.0
The Gleaners and I: Two Years Later,2002,0.299014,6.6,8.0
Goshogaoka,1998,0.00349,0.0,0.0
Legacy,2006,1.383278,5.5,2.0
Last Stop,2002,0.042157,7.0,1.0
Into the Badlands,1991,0.548013,4.0,2.0
Sundown: The Vampire in Retreat,1989,1.578122,6.0,15.0
Nightmare in Wax,1969,0.91329,5.0,3.0
Terror in the Wax Museum,1973,0.698608,5.9,5.0
Cave In!,1983,0.304105,0.0,0.0
Uma Onda no Ar,2002,0.003374,0.0,0.0
Cine Holliúdy,2013,0.655482,6.3,10.0
The Red Light Bandit,1968,0.745164,7.6,5.0
Jungle Freaks,1969,0.377849,6.8,11.0
Angels of the Sun,2006,0.300501,6.4,8.0
"Iracema, Uma Transa Amazônica",1976,0.002001,6.5,2.0
The Clan - Tale of the Frogs,1984,0.002317,7.0,2.0
Dancing Ninja,2013,0.205246,4.7,3.0
My Good Hans,2015,0.117871,6.5,2.0
Riuscirà l'avvocato Franco Benenato a sconfiggere il suo acerrimo nemico il pretore Ciccio De Ingras?,1971,0.000559,0.0,0.0
Apocalyptic,2013,0.589528,5.1,8.0
Classroom 6,2014,1.348183,4.8,9.0
616: Paranormal Incident,2013,1.445628,3.1,8.0
4 Horror Tales - Roommates,2006,0.686167,6.3,4.0
Joy of Learning,1969,0.074827,7.5,2.0
El gafe,1959,0.269518,7.0,1.0
Severed Footage,2013,1.135373,3.3,3.0
The Frankenstein Theory,2013,3.944932,4.4,31.0
The Big Broadcast of 1937,1936,0.331503,7.0,1.0
"Gore, Quebec",2014,0.032138,0.0,0.0
Long Pigs,2010,1.277626,5.1,8.0
Gangster,2006,0.720185,6.5,12.0
Bhoot Unkle,2006,0.005157,0.0,0.0
Naksha,2006,0.083143,4.0,1.0
Alien Abduction: Incident in Lake County,1998,3.726699,5.9,29.0
Woh Lamhe,2006,0.429974,5.0,3.0
Fight Club: Members Only,2006,0.109991,2.5,2.0
Pyaar Ke Side Effects,2006,0.160698,6.3,3.0
Malamaal Weekly,2006,1.479018,4.7,9.0
36 China Town,2006,1.029823,5.5,11.0
Corporate,2006,0.737303,6.8,5.0
"Tom, Dick And Harry",2006,0.038824,6.5,1.0
Shiva,2006,0.079669,3.5,2.0
Jaane Hoga Kya,2006,0.008348,0.0,0.0
Death Spa,1988,1.796689,4.7,17.0
Ikingut,2000,0.001179,0.0,0.0
Johnny Corncob,1973,2e-06,0.0,0.0
Johanna,2005,0.152116,3.6,4.0
Julietta,2001,0.041677,7.0,1.0
Kelin,2009,0.403549,4.5,4.0
Khamsa,2008,0.510151,5.3,6.0
Komsomol,1933,0.139915,7.0,2.0
The Cat Who Walked by Herself,1988,1.129734,6.5,2.0
The Last Days of Emma Blank,2009,0.732102,6.3,8.0
In the Presence of a Clown,1997,0.460518,7.6,5.0
Spoon,2005,0.309836,0.0,0.0
Die letzte Rache,1982,0.071004,8.3,2.0
Confessions of Loving Couples,1967,0.001346,0.0,0.0
The Life & Adventures of Santa Claus,2000,0.635649,7.5,2.0
Light Keeps Me Company,2000,0.120735,7.5,2.0
Long Gone,2003,0.002353,0.0,0.0
Man van staal,1999,0.036524,6.5,1.0
Misa mi,2003,2.458467,0.0,0.0
Mods,2002,0.038177,5.0,1.0
Hollow City,2006,0.038842,8.0,1.0
Night Games,1966,0.378035,6.3,6.0
The Wishing Tree,1977,0.137028,5.8,4.0
The Nun,2007,0.116866,6.0,1.0
New Mischief by Emil,1972,1.31915,6.1,15.0
Ochtendzwemmers,2001,0.001873,0.0,0.0
Oriana,1985,0.055894,3.8,5.0
Paradise girls,2005,0.002353,0.0,0.0
Paul dans sa vie,2006,0.078565,4.8,2.0
Victory in the Ukraine and the Expulsion of the Germans from the Boundaries of the Ukrainian Soviet Earth,1945,0.001177,0.0,0.0
The Polish Bride,1998,0.730651,6.8,4.0
Princess,1969,0.006464,0.0,0.0
The Proud Princess,1952,0.582532,6.7,7.0
Life Hits,2006,0.509359,6.5,6.0
Never Travel on a One Way Ticket,1987,0.000615,0.0,0.0
Dreams of Dust,2008,0.110208,8.5,2.0
The Robber Symphony,1937,0.001951,0.0,0.0
The Tale of the Fox,1937,0.327667,6.0,8.0
Schoffies,2006,0.004942,0.0,0.0
Beware of My Love,1998,0.050356,0.0,0.0
The Tale of Tsar Saltan,1984,0.02822,6.0,4.0
The Snow Queen,1957,1.814736,5.8,17.0
Current,1963,0.159351,6.7,3.0
Sonja,2006,0.07937,6.0,2.0
Pleasant Days,2002,0.277267,5.8,3.0
The Strange Vengeance of Rosalie,1972,0.000431,5.0,1.0
The Foot Shooting Party,1994,0.610254,6.0,1.0
Innocent Sorcerers,1960,0.407564,7.7,3.0
Sunny in the Dark,2015,0.057005,0.0,0.0
Chronic,2015,2.858077,5.3,16.0
The Black Castle,1952,1.674452,6.7,7.0
Highway Dragnet,1954,0.17056,5.6,4.0
The Crooked Web,1955,0.443842,5.8,4.0
East of Sudan,1964,0.80404,4.8,3.0
Maledimiele,2012,1.088715,6.7,7.0
Tamas and Juli,1997,0.036472,6.0,1.0
Voyage in Time,1983,0.538122,5.8,7.0
Hush!,2003,0.994835,5.3,4.0
Gesualdo: Death for Five Voices,1995,0.179702,7.0,4.0
Tussenland,2002,0.00246,0.0,0.0
Killed by Lightning,2002,0.118265,8.0,1.0
Uttara,2000,0.001196,0.0,0.0
Summer of Goliath,2011,0.106521,5.0,1.0
I Know I'll See Your Face Again,2001,0.007452,0.0,0.0
Hounded,2006,2.964103,4.8,7.0
"Work Hard, Play Hard",2004,0.892913,5.5,5.0
Harvest Time,2004,0.037647,5.0,1.0
Water and Power,1989,0.664124,9.0,4.0
The Phantom,1984,0.011938,0.0,0.0
Twelve Chairs,2004,0.002354,0.0,0.0
Last Known Address,1970,0.057547,7.1,8.0
The Sewers of Paradise,1979,0.126553,6.0,4.0
Doraemon:貓狗時空傳,2004,0.002354,0.0,0.0
Le Ruffian,1983,0.242037,6.7,6.0
Promise,2005,0.368474,5.5,2.0
Diving Into the Unknown,2016,0.287734,7.0,7.0
A Night In the Woods,2012,0.191765,3.5,4.0
Future War,1997,0.616623,2.0,11.0
White Fire,1984,0.232757,6.1,5.0
"Chau, Beyond the Lines",2015,0.358231,6.0,1.0
Friend,2015,0.633237,7.7,9.0
Bear Story,2014,1.775444,7.8,30.0
3 Braves,2015,0.091951,7.5,2.0
Hellions,2015,4.174653,3.8,60.0
My Tomorrow,2011,0.049799,5.0,1.0
Welcome,2007,1.520963,6.5,26.0
No Smoking,2007,1.129091,6.0,7.0
Dil Dosti Etc,2007,0.074111,6.5,2.0
Dus Kahaniyaan,2007,0.232919,4.8,4.0
The Train: Some Lines Shoulder Never Be Crossed...,2007,0.087513,5.0,1.0
Awarapan,2007,1.28015,6.3,10.0
"Good Boy, Bad Boy",2007,0.558837,3.0,3.0
Bheja Fry,2007,0.985705,7.4,11.0
MP3: Mera Pehla Pehla Pyaar,2007,0.214509,4.1,4.0
Dhol,2007,0.877038,5.9,7.0
The Disenchanted,1990,3.723832,5.0,6.0
Jaane Tu... Ya Jaane Na,2008,1.970054,6.7,37.0
Bachna Ae Haseeno,2008,1.921026,6.5,20.0
Fashion,2008,1.671997,5.9,28.0
Dostana,2008,2.532958,6.4,42.0
Krazzy 4,2008,1.37762,4.5,8.0
Bhoothnath,2008,1.284459,6.3,29.0
Halla Bol,2008,2.561425,5.2,5.0
Maharathi,2008,0.582886,7.0,1.0
Golmaal Returns,2008,5.674992,4.3,14.0
Jannat,2008,0.361991,5.1,9.0
Boris Without Beatrice,2016,0.57672,5.0,2.0
Las Plantas,2017,0.218588,0.0,1.0
Depth Two,2016,0.102186,4.0,1.0
Hotel Dallas,2016,0.098763,8.0,1.0
Tashan,2008,0.868335,3.9,9.0
Lily Lane,2016,0.632632,0.0,0.0
Phoonk,2008,0.686155,3.5,5.0
EMI: Liya Hai To Chukana Padega,2008,0.341618,4.0,1.0
Karzzzz,2008,0.177779,1.3,3.0
Y.M.I. - Yeh Mera India,2009,0.751366,0.0,0.0
"Waiter, Scarper!",1981,0.118324,7.0,8.0
Sin hijos,2015,1.7125,6.8,16.0
We Were Once a Fairytale,2008,0.014741,0.0,0.0
Mammal,2016,0.274712,10.0,1.0
Scenes from the Suburbs,2011,1.015569,6.7,13.0
To Die By Your Side,2011,0.618948,6.5,4.0
The American Dreamer,1971,0.726015,6.0,5.0
"André Hazes, Zij Gelooft in Mij",2000,0.113732,6.7,3.0
Babushka,2004,0.248286,5.5,6.0
Beperkt houdbaar,2007,0.00353,0.0,0.0
Ape and Super-Ape,1972,0.12112,0.0,0.0
The Quiet Love,2005,0.154847,6.0,3.0
Bloody Cartoons,2007,0.039187,8.0,1.0
Body Language,1995,0.005517,0.0,0.0
Chermeni,1970,0.25,0.0,0.0
Dallas Pashamende,2005,0.002954,0.0,0.0
O Diabo a Quatro,2005,0.565814,4.8,3.0
Domésticas,2001,0.208379,6.2,5.0
Boy,2011,0.487798,5.3,4.0
Thunderclump,1974,0.524508,6.3,4.0
Island Guests,2005,0.043189,8.0,1.0
"My God, My God, Why Hast Thou Forsaken Me?",2005,0.260891,7.1,7.0
Violent Summer,1959,0.906731,6.7,10.0
Eve's Christmas,2004,0.191866,4.5,3.0
The Eternal Jew,1940,1.595573,4.0,12.0
Female,2005,0.115966,5.7,3.0
Loco Fever,2001,0.31291,8.0,2.0
Flipping Out - Israel's Drug Generation,2008,0.03883,6.0,1.0
Leda - The Fantastic Adventure of Yohko,1985,0.545656,5.8,2.0
De Gulle Minnaar,1990,0.01365,5.0,3.0
Herbstmilch,1989,0.02205,0.0,0.0
A Man and a Woman: 20 Years Later,1986,0.119266,6.0,2.0
I’m Glad My Mother Is Alive,2009,0.271272,6.3,4.0
Mariages !,2004,1.803989,5.1,27.0
Srimanthudu,2015,0.600893,6.8,8.0
Dookudu,2011,0.468642,5.3,8.0
Businessman,2012,0.663859,6.9,9.0
Pokiri,2006,0.631275,6.5,8.0
Khaleja,2010,0.368497,5.9,7.0
Athadu,2005,0.668636,6.6,7.0
Okkadu,2003,0.309449,6.3,4.0
Murari,2001,0.262724,4.7,3.0
Time Runner,1993,0.706342,4.6,5.0
Jalsa,2008,0.409499,7.3,4.0
Atharintiki Daaredi,2013,0.915895,6.6,10.0
Gabbar Singh,2012,0.795228,5.1,6.0
Race Gurram,2014,0.910767,6.0,6.0
Cameraman Ganga Tho Rambabu,2012,0.27824,4.9,4.0
Panjaa,2011,0.260921,5.5,6.0
Julayi,2012,0.943387,5.4,9.0
Eega,2012,8.615159,6.7,33.0
Chatrapathi,2005,0.240434,4.5,3.0
Vikramarkudu,2006,0.345523,5.5,7.0
Simhadri,2003,0.835405,6.7,3.0
Roboshark,2015,1.448969,4.7,12.0
Curse of the Wolf,2006,0.119542,4.7,3.0
Skull Forest,2012,0.286401,3.0,2.0
Swamp Zombies!!!,2005,0.229139,3.3,3.0
L'ange de goudron,2001,0.043688,0.0,0.0
"Italy: Love It, or Leave it",2011,0.128687,6.3,3.0
The Third Eye,1966,0.102133,6.0,2.0
The Dark Side Of Chocolate,2010,0.076436,7.0,2.0
4th Man Out,2016,3.843861,6.8,97.0
99,2009,0.328668,5.6,5.0
The Stoneman Murders,2009,0.005061,0.0,0.0
8 X 10 Tasveer,2009,1.099309,4.2,5.0
Kike Like Me,2007,0.00496,0.0,0.0
Room 205,2007,1.43708,4.4,5.0
Kingdom of Crooked Mirrors,1963,1.22313,6.0,9.0
Northern Light,2006,0.038876,6.0,1.0
Loverboy,2003,0.110988,6.5,2.0
Lucid,2005,1.142231,0.0,0.0
Een Maand Later,1987,0.001655,0.0,0.0
La maison,2007,0.179017,0.0,0.0
"Meine Frau, meine Freunde und ich",2004,0.004957,0.0,0.0
The Girl with the Red Hair,1981,0.124225,6.3,3.0
Mechanics of the Brain,1926,0.150473,5.0,1.0
Mémoire de glace,2007,0.038878,7.0,1.0
The Colonel,2006,0.076146,5.0,1.0
A Tale of a Naughty Girl,2003,0.116352,7.0,3.0
Een Monument voor een Gorilla,1987,0.060375,0.0,0.0
All The Best,2009,1.071906,6.0,12.0
Mutum,2007,0.04944,9.0,1.0
Agyaat,2009,0.118962,5.3,3.0
O princezně Jasněnce a létajícím ševci,1987,0.869604,4.8,3.0
Oh Jonathan – oh Jonathan!,1973,0.465158,6.0,1.0
The Indecent Woman,1991,3.403166,5.8,6.0
Ora o mai più,2003,0.073046,7.0,2.0
Winky's Horse,2005,0.562058,6.3,11.0
Lily Sometimes,2010,0.726152,5.9,15.0
Kisna: The Warrior Poet,2005,0.176189,6.7,3.0
Perpetrators of the Crime,2000,0.001178,0.0,0.0
Dig Your Grave Friend... Sabata's Coming,1971,0.005954,0.0,0.0
And the Crows Will Dig Your Grave,1971,6.2e-05,0.0,0.0
Exorcismo,1975,0.605524,7.5,2.0
The Last Man on the Moon,2016,1.117829,6.3,21.0
The Killer Wore Gloves,1974,0.088333,5.5,2.0
Dad's Army,2016,6.558944,4.7,83.0
Two Men in Town,1973,2.740764,6.8,22.0
Ringing Bell,1978,0.640594,7.2,5.0
Night Flight,2014,0.779126,7.8,11.0
Dabangg,2010,4.810413,5.9,49.0
Khatta Meetha,2010,0.494047,5.1,10.0
Golmaal 3,2010,0.910979,5.0,17.0
"Dear Guest, When Will You Leave?",2010,0.597058,6.2,9.0
Rakht Charitra,2010,0.253908,5.4,7.0
Kaalo,2010,0.077685,2.8,2.0
No Home Movie,2015,0.371059,8.1,7.0
984: Prisoner of the Future,1982,0.002647,0.0,0.0
Robo Vampire,1988,0.075562,3.6,6.0
Il giorno in più,2011,1.273677,6.2,24.0
The Girl in the Yellow Pajamas,1977,0.271397,6.8,3.0
Il Paramedico,1982,0.07955,5.0,2.0
Bloodlock,2008,0.219055,3.3,2.0
Shor in the City,2011,0.661642,6.5,9.0
Yeh Saali Zindagi,2011,0.516803,4.8,6.0
No One Killed Jessica,2011,0.785505,6.5,21.0
Bodyguard,2011,2.402032,5.2,29.0
Thank You,2011,1.417392,5.7,16.0
404: Error Not Found,2011,0.113958,5.2,3.0
Shuttlecock Boys,2012,0.071618,10.0,1.0
1920: Evil Returns,2012,0.931118,5.4,5.0
Ghost,2012,0.059593,4.5,1.0
Chhodo Kal Ki Baatein,2012,0.019814,0.0,0.0
Idiot in Paris,1967,1.288713,6.0,2.0
Spike Island,2012,6.556092,6.8,31.0
Behavior,2014,1.006481,7.0,14.0
Conspiracy Encounters,2016,0.212769,2.5,2.0
Family Film,2016,0.355191,7.0,3.0
Blackbird,2014,0.934827,5.4,10.0
Pretpark Nederland,2006,0.007849,0.0,0.0
Farewell to the Summer Light,1968,0.210024,8.0,3.0
Sharunas Bartas: An Army of One,2010,0.006052,0.0,0.0
Der Struwwelpeter,1955,0.106199,7.0,1.0
The Embryo Hunts in Secret,1966,1.036063,6.2,9.0
The Rashevski Tango,2003,0.041791,7.0,1.0
Next Stop Paradise,1998,0.237125,8.0,7.0
Trench of Hope,2003,0.411336,8.0,2.0
Three Seats for the 26th,1988,0.232116,6.5,2.0
Trying to Kiss the Moon,1994,0.001488,0.0,0.0
Uitgesloten,2001,0.003275,0.0,0.0
The chosen,2006,0.32369,5.3,2.0
Uno,2004,1.220097,6.8,10.0
Barbara the Fair with the Silken Hair,1969,0.559277,6.1,5.0
Visions of Suffering,2006,0.333848,3.0,1.0
The Fabulous World of Jules Verne,1958,1.53134,6.4,14.0
The War of the Worlds: Next Century,1981,0.242601,6.5,4.0
The Wooden Camera,2004,0.10836,7.0,3.0
The World's Greatest Sinner,1962,0.082675,6.5,2.0
A Private Affair,2002,0.718978,4.1,4.0
All Stars,1997,0.508677,6.8,6.0
Les amants du bagne,2005,0.144614,7.0,1.0
The Art of Football from A to Z,2007,0.90987,6.0,1.0
Aung San Suu Kyi - Lady of No Fear,2010,0.005882,0.0,0.0
The Jester's Tale,1964,0.077088,7.0,2.0
The Sin,2004,0.416474,6.0,3.0
All About Love,2001,0.693538,5.8,3.0
Drei weiße Birken,1961,0.037098,4.0,1.0
Last Day of Freedom,2015,0.182998,7.3,3.0
The Watcher in the Attic,1976,0.745193,7.5,4.0
Escort,2006,0.6812,6.3,3.0
Exposed,1971,3.449513,5.1,12.0
Le festin de la mante,2004,0.128281,5.3,3.0
De Flat,1994,0.367507,7.0,2.0
The Great Global Warming Swindle,2007,1.248779,6.7,18.0
Nails,2003,0.077777,5.5,1.0
Hammer & Tickle,2007,0.300646,8.3,3.0
Hata Göteborg,2007,0.884324,8.0,1.0
Critique of Separation,1961,0.213032,7.0,4.0
Open Season: Scared Silly,2015,4.452672,5.5,57.0
Les oiseaux de passage,2015,0.083143,0.0,0.0
Becoming Mike Nichols,2016,0.615297,6.7,3.0
Homegrown: The Counter-Terror Dilemma,2016,0.352202,8.0,1.0
Aligarh,2016,0.351199,7.3,9.0
A Girl in the River: The Price of Forgiveness,2015,0.40722,8.1,9.0
Berth Marks,1929,0.797932,7.1,14.0
Triangle: Remembering the Fire,2011,0.053228,0.0,0.0
100 Million BC,2008,2.312713,3.1,26.0
Behave Yourself!,1951,1.365193,6.3,5.0
Chemical Wedding,2008,1.744769,5.8,8.0
Go Man Go,1954,0.139958,5.0,1.0
Band of Angels,1957,1.570377,5.0,7.0
The Lost Man,1969,0.430623,0.0,0.0
